а,bulgarian
автентичен,bulgarian
аз,bulgarian
ако,bulgarian
ала,bulgarian
бе,bulgarian
без,bulgarian
беше,bulgarian
би,bulgarian
бивш,bulgarian
бивша,bulgarian
бившо,bulgarian
бил,bulgarian
била,bulgarian
били,bulgarian
било,bulgarian
благодаря,bulgarian
близо,bulgarian
бъдат,bulgarian
бъде,bulgarian
бяха,bulgarian
в,bulgarian
вас,bulgarian
ваш,bulgarian
ваша,bulgarian
вероятно,bulgarian
вече,bulgarian
взема,bulgarian
ви,bulgarian
вие,bulgarian
винаги,bulgarian
внимава,bulgarian
време,bulgarian
все,bulgarian
всеки,bulgarian
всички,bulgarian
всичко,bulgarian
всяка,bulgarian
във,bulgarian
въпреки,bulgarian
върху,bulgarian
г,bulgarian
ги,bulgarian
главен,bulgarian
главна,bulgarian
главно,bulgarian
глас,bulgarian
го,bulgarian
година,bulgarian
години,bulgarian
годишен,bulgarian
д,bulgarian
да,bulgarian
дали,bulgarian
два,bulgarian
двама,bulgarian
двамата,bulgarian
две,bulgarian
двете,bulgarian
ден,bulgarian
днес,bulgarian
дни,bulgarian
до,bulgarian
добра,bulgarian
добре,bulgarian
добро,bulgarian
добър,bulgarian
докато,bulgarian
докога,bulgarian
дори,bulgarian
досега,bulgarian
доста,bulgarian
друг,bulgarian
друга,bulgarian
други,bulgarian
е,bulgarian
евтин,bulgarian
едва,bulgarian
един,bulgarian
една,bulgarian
еднаква,bulgarian
еднакви,bulgarian
еднакъв,bulgarian
едно,bulgarian
екип,bulgarian
ето,bulgarian
живот,bulgarian
за,bulgarian
забавям,bulgarian
зад,bulgarian
заедно,bulgarian
заради,bulgarian
засега,bulgarian
заспал,bulgarian
затова,bulgarian
защо,bulgarian
защото,bulgarian
и,bulgarian
из,bulgarian
или,bulgarian
им,bulgarian
има,bulgarian
имат,bulgarian
иска,bulgarian
й,bulgarian
каза,bulgarian
как,bulgarian
каква,bulgarian
какво,bulgarian
както,bulgarian
какъв,bulgarian
като,bulgarian
кога,bulgarian
когато,bulgarian
което,bulgarian
които,bulgarian
кой,bulgarian
който,bulgarian
колко,bulgarian
която,bulgarian
къде,bulgarian
където,bulgarian
към,bulgarian
лесен,bulgarian
лесно,bulgarian
ли,bulgarian
лош,bulgarian
м,bulgarian
май,bulgarian
малко,bulgarian
ме,bulgarian
между,bulgarian
мек,bulgarian
мен,bulgarian
месец,bulgarian
ми,bulgarian
много,bulgarian
мнозина,bulgarian
мога,bulgarian
могат,bulgarian
може,bulgarian
мокър,bulgarian
моля,bulgarian
момента,bulgarian
му,bulgarian
н,bulgarian
на,bulgarian
над,bulgarian
назад,bulgarian
най,bulgarian
направи,bulgarian
напред,bulgarian
например,bulgarian
нас,bulgarian
не,bulgarian
него,bulgarian
нещо,bulgarian
нея,bulgarian
ни,bulgarian
ние,bulgarian
никой,bulgarian
нито,bulgarian
нищо,bulgarian
но,bulgarian
нов,bulgarian
нова,bulgarian
нови,bulgarian
новина,bulgarian
някои,bulgarian
някой,bulgarian
няколко,bulgarian
няма,bulgarian
обаче,bulgarian
около,bulgarian
освен,bulgarian
особено,bulgarian
от,bulgarian
отгоре,bulgarian
отново,bulgarian
още,bulgarian
пак,bulgarian
по,bulgarian
повече,bulgarian
повечето,bulgarian
под,bulgarian
поне,bulgarian
поради,bulgarian
после,bulgarian
почти,bulgarian
прави,bulgarian
пред,bulgarian
преди,bulgarian
през,bulgarian
при,bulgarian
пък,bulgarian
първата,bulgarian
първи,bulgarian
първо,bulgarian
пъти,bulgarian
равен,bulgarian
равна,bulgarian
с,bulgarian
са,bulgarian
сам,bulgarian
само,bulgarian
се,bulgarian
сега,bulgarian
си,bulgarian
син,bulgarian
скоро,bulgarian
след,bulgarian
следващ,bulgarian
сме,bulgarian
смях,bulgarian
според,bulgarian
сред,bulgarian
срещу,bulgarian
сте,bulgarian
съм,bulgarian
със,bulgarian
също,bulgarian
т,bulgarian
тази,bulgarian
така,bulgarian
такива,bulgarian
такъв,bulgarian
там,bulgarian
твой,bulgarian
те,bulgarian
тези,bulgarian
ти,bulgarian
т.н.,bulgarian
то,bulgarian
това,bulgarian
тогава,bulgarian
този,bulgarian
той,bulgarian
толкова,bulgarian
точно,bulgarian
три,bulgarian
трябва,bulgarian
тук,bulgarian
тъй,bulgarian
тя,bulgarian
тях,bulgarian
у,bulgarian
утре,bulgarian
харесва,bulgarian
хиляди,bulgarian
ч,bulgarian
часа,bulgarian
че,bulgarian
често,bulgarian
чрез,bulgarian
ще,bulgarian
щом,bulgarian
юмрук,bulgarian
я,bulgarian
як,bulgarian
a,catalan
abans,catalan
algun,catalan
alguna,catalan
algunes,catalan
alguns,catalan
altre,catalan
amb,catalan
ambdós,catalan
anar,catalan
ans,catalan
aquell,catalan
aquelles,catalan
aquells,catalan
aquí,catalan
bastant,catalan
bé,catalan
cada,catalan
com,catalan
consegueixo,catalan
conseguim,catalan
conseguir,catalan
consigueix,catalan
consigueixen,catalan
consigueixes,catalan
dalt,catalan
de,catalan
des de,catalan
dins,catalan
el,catalan
elles,catalan
ells,catalan
els,catalan
en,catalan
ens,catalan
entre,catalan
era,catalan
erem,catalan
eren,catalan
eres,catalan
es,catalan
és,catalan
éssent,catalan
està,catalan
estan,catalan
estat,catalan
estava,catalan
estem,catalan
esteu,catalan
estic,catalan
ets,catalan
fa,catalan
faig,catalan
fan,catalan
fas,catalan
fem,catalan
fer,catalan
feu,catalan
fi,catalan
haver,catalan
i,catalan
inclòs,catalan
jo,catalan
la,catalan
les,catalan
llarg,catalan
llavors,catalan
mentre,catalan
meu,catalan
mode,catalan
molt,catalan
molts,catalan
nosaltres,catalan
o,catalan
on,catalan
per,catalan
per,catalan
per que,catalan
però,catalan
perquè,catalan
podem,catalan
poden,catalan
poder,catalan
podeu,catalan
potser,catalan
primer,catalan
puc,catalan
quan,catalan
quant,catalan
qui,catalan
sabem,catalan
saben,catalan
saber,catalan
sabeu,catalan
sap,catalan
saps,catalan
sense,catalan
ser,catalan
seu,catalan
seus,catalan
si,catalan
soc,catalan
solament,catalan
sols,catalan
som,catalan
sota,catalan
també,catalan
te,catalan
tene,catalan
tenim,catalan
tenir,catalan
teniu,catalan
teu,catalan
tinc,catalan
tot,catalan
últim,catalan
un,catalan
un,catalan
una,catalan
unes,catalan
uns,catalan
ús,catalan
va,catalan
vaig,catalan
van,catalan
vosaltres,catalan
ačkoli,czech
ahoj,czech
ale,czech
anebo,czech
ano,czech
asi,czech
aspoň,czech
během,czech
bez,czech
beze,czech
blízko,czech
bohužel,czech
brzo,czech
bude,czech
budeme,czech
budeš,czech
budete,czech
budou,czech
budu,czech
byl,czech
byla,czech
byli,czech
bylo,czech
byly,czech
bys,czech
čau,czech
chce,czech
chceme,czech
chceš,czech
chcete,czech
chci,czech
chtějí,czech
chtít,czech
chut',czech
chuti,czech
co,czech
čtrnáct,czech
čtyři,czech
dál,czech
dále,czech
daleko,czech
děkovat,czech
děkujeme,czech
děkuji,czech
den,czech
deset,czech
devatenáct,czech
devět,czech
do,czech
dobrý,czech
docela,czech
dva,czech
dvacet,czech
dvanáct,czech
dvě,czech
hodně,czech
já,czech
jak,czech
jde,czech
je,czech
jeden,czech
jedenáct,czech
jedna,czech
jedno,czech
jednou,czech
jedou,czech
jeho,czech
její,czech
jejich,czech
jemu,czech
jen,czech
jenom,czech
ještě,czech
jestli,czech
jestliže,czech
jí,czech
jich,czech
jím,czech
jimi,czech
jinak,czech
jsem,czech
jsi,czech
jsme,czech
jsou,czech
jste,czech
kam,czech
kde,czech
kdo,czech
kdy,czech
když,czech
ke,czech
kolik,czech
kromě,czech
která,czech
které,czech
kteří,czech
který,czech
kvůli,czech
má,czech
mají,czech
málo,czech
mám,czech
máme,czech
máš,czech
máte,czech
mé,czech
mě,czech
mezi,czech
mí,czech
mít,czech
mně,czech
mnou,czech
moc,czech
mohl,czech
mohou,czech
moje,czech
moji,czech
možná,czech
můj,czech
musí,czech
může,czech
my,czech
na,czech
nad,czech
nade,czech
nám,czech
námi,czech
naproti,czech
nás,czech
náš,czech
naše,czech
naši,czech
ne,czech
ně,czech
nebo,czech
nebyl,czech
nebyla,czech
nebyli,czech
nebyly,czech
něco,czech
nedělá,czech
nedělají,czech
nedělám,czech
neděláme,czech
neděláš,czech
neděláte,czech
nějak,czech
nejsi,czech
někde,czech
někdo,czech
nemají,czech
nemáme,czech
nemáte,czech
neměl,czech
němu,czech
není,czech
nestačí,czech
nevadí,czech
než,czech
nic,czech
nich,czech
ním,czech
nimi,czech
nula,czech
od,czech
ode,czech
on,czech
ona,czech
oni,czech
ono,czech
ony,czech
osm,czech
osmnáct,czech
pak,czech
patnáct,czech
pět,czech
po,czech
pořád,czech
potom,czech
pozdě,czech
před,czech
přes,czech
přese,czech
pro,czech
proč,czech
prosím,czech
prostě,czech
proti,czech
protože,czech
rovně,czech
se,czech
sedm,czech
sedmnáct,czech
šest,czech
šestnáct,czech
skoro,czech
smějí,czech
smí,czech
snad,czech
spolu,czech
sta,czech
sté,czech
sto,czech
ta,czech
tady,czech
tak,czech
takhle,czech
taky,czech
tam,czech
tamhle,czech
tamhleto,czech
tamto,czech
tě,czech
tebe,czech
tebou,czech
ted',czech
tedy,czech
ten,czech
ti,czech
tisíc,czech
tisíce,czech
to,czech
tobě,czech
tohle,czech
toto,czech
třeba,czech
tři,czech
třináct,czech
trošku,czech
tvá,czech
tvé,czech
tvoje,czech
tvůj,czech
ty,czech
určitě,czech
už,czech
vám,czech
vámi,czech
vás,czech
váš,czech
vaše,czech
vaši,czech
ve,czech
večer,czech
vedle,czech
vlastně,czech
všechno,czech
všichni,czech
vůbec,czech
vy,czech
vždy,czech
za,czech
zač,czech
zatímco,czech
ze,czech
že,czech
ad,danish
af,danish
alle,danish
alt,danish
anden,danish
at,danish
blev,danish
blive,danish
bliver,danish
da,danish
de,danish
dem,danish
den,danish
denne,danish
der,danish
deres,danish
det,danish
dette,danish
dig,danish
din,danish
disse,danish
dog,danish
du,danish
efter,danish
eller,danish
en,danish
end,danish
er,danish
et,danish
for,danish
fra,danish
ham,danish
han,danish
hans,danish
har,danish
havde,danish
have,danish
hende,danish
hendes,danish
her,danish
hos,danish
hun,danish
hvad,danish
hvis,danish
hvor,danish
i,danish
ikke,danish
ind,danish
jeg,danish
jer,danish
jo,danish
kunne,danish
man,danish
mange,danish
med,danish
meget,danish
men,danish
mig,danish
min,danish
mine,danish
mit,danish
mod,danish
ned,danish
noget,danish
nogle,danish
nu,danish
når,danish
og,danish
også,danish
om,danish
op,danish
os,danish
over,danish
på,danish
selv,danish
sig,danish
sin,danish
sine,danish
sit,danish
skal,danish
skulle,danish
som,danish
sådan,danish
thi,danish
til,danish
ud,danish
under,danish
var,danish
vi,danish
vil,danish
ville,danish
vor,danish
være,danish
været,danish
aan,dutch
al,dutch
alles,dutch
als,dutch
altijd,dutch
andere,dutch
ben,dutch
bij,dutch
daar,dutch
dan,dutch
dat,dutch
de,dutch
der,dutch
deze,dutch
die,dutch
dit,dutch
doch,dutch
doen,dutch
door,dutch
dus,dutch
een,dutch
eens,dutch
en,dutch
er,dutch
ge,dutch
geen,dutch
geweest,dutch
haar,dutch
had,dutch
heb,dutch
hebben,dutch
heeft,dutch
hem,dutch
het,dutch
hier,dutch
hij,dutch
hoe,dutch
hun,dutch
iemand,dutch
iets,dutch
ik,dutch
in,dutch
is,dutch
ja,dutch
je,dutch
kan,dutch
kon,dutch
kunnen,dutch
maar,dutch
me,dutch
meer,dutch
men,dutch
met,dutch
mij,dutch
mijn,dutch
moet,dutch
na,dutch
naar,dutch
niet,dutch
niets,dutch
nog,dutch
nu,dutch
of,dutch
om,dutch
omdat,dutch
onder,dutch
ons,dutch
ook,dutch
op,dutch
over,dutch
reeds,dutch
te,dutch
tegen,dutch
toch,dutch
toen,dutch
tot,dutch
u,dutch
uit,dutch
uw,dutch
van,dutch
veel,dutch
voor,dutch
want,dutch
waren,dutch
was,dutch
wat,dutch
werd,dutch
wezen,dutch
wie,dutch
wil,dutch
worden,dutch
wordt,dutch
zal,dutch
ze,dutch
zelf,dutch
zich,dutch
zij,dutch
zijn,dutch
zo,dutch
zonder,dutch
zou,dutch
'll,english
'tis,english
'twas,english
've,english
10,english
39,english
a,english
a's,english
able,english
ableabout,english
about,english
above,english
abroad,english
abst,english
accordance,english
according,english
accordingly,english
across,english
act,english
actually,english
ad,english
added,english
adj,english
adopted,english
ae,english
af,english
affected,english
affecting,english
affects,english
after,english
afterwards,english
ag,english
again,english
against,english
ago,english
ah,english
ahead,english
ai,english
ain't,english
aint,english
al,english
all,english
allow,english
allows,english
almost,english
alone,english
along,english
alongside,english
already,english
also,english
although,english
always,english
am,english
amid,english
amidst,english
among,english
amongst,english
amoungst,english
amount,english
an,english
and,english
announce,english
another,english
any,english
anybody,english
anyhow,english
anymore,english
anyone,english
anything,english
anyway,english
anyways,english
anywhere,english
ao,english
apart,english
apparently,english
appear,english
appreciate,english
appropriate,english
approximately,english
aq,english
ar,english
are,english
area,english
areas,english
aren,english
aren't,english
arent,english
arise,english
around,english
arpa,english
as,english
aside,english
ask,english
asked,english
asking,english
asks,english
associated,english
at,english
au,english
auth,english
available,english
aw,english
away,english
awfully,english
az,english
b,english
ba,english
back,english
backed,english
backing,english
backs,english
backward,english
backwards,english
bb,english
bd,english
be,english
became,english
because,english
become,english
becomes,english
becoming,english
been,english
before,english
beforehand,english
began,english
begin,english
beginning,english
beginnings,english
begins,english
behind,english
being,english
beings,english
believe,english
below,english
beside,english
besides,english
best,english
better,english
between,english
beyond,english
bf,english
bg,english
bh,english
bi,english
big,english
bill,english
billion,english
biol,english
bj,english
bm,english
bn,english
bo,english
both,english
bottom,english
br,english
brief,english
briefly,english
bs,english
bt,english
but,english
buy,english
bv,english
bw,english
by,english
bz,english
c,english
c'mon,english
c's,english
ca,english
call,english
came,english
can,english
can't,english
cannot,english
cant,english
caption,english
case,english
cases,english
cause,english
causes,english
cc,english
cd,english
certain,english
certainly,english
cf,english
cg,english
ch,english
changes,english
ci,english
ck,english
cl,english
clear,english
clearly,english
click,english
cm,english
cmon,english
cn,english
co,english
co.,english
com,english
come,english
comes,english
computer,english
con,english
concerning,english
consequently,english
consider,english
considering,english
contain,english
containing,english
contains,english
copy,english
corresponding,english
could,english
could've,english
couldn,english
couldn't,english
couldnt,english
course,english
cr,english
cry,english
cs,english
cu,english
currently,english
cv,english
cx,english
cy,english
cz,english
d,english
dare,english
daren't,english
darent,english
date,english
de,english
dear,english
definitely,english
describe,english
described,english
despite,english
detail,english
did,english
didn,english
didn't,english
didnt,english
differ,english
different,english
differently,english
directly,english
dj,english
dk,english
dm,english
do,english
does,english
doesn,english
doesn't,english
doesnt,english
doing,english
don,english
don't,english
done,english
dont,english
doubtful,english
down,english
downed,english
downing,english
downs,english
downwards,english
due,english
during,english
dz,english
e,english
each,english
early,english
ec,english
ed,english
edu,english
ee,english
effect,english
eg,english
eh,english
eight,english
eighty,english
either,english
eleven,english
else,english
elsewhere,english
empty,english
end,english
ended,english
ending,english
ends,english
enough,english
entirely,english
er,english
es,english
especially,english
et,english
et-al,english
etc,english
even,english
evenly,english
ever,english
evermore,english
every,english
everybody,english
everyone,english
everything,english
everywhere,english
ex,english
exactly,english
example,english
except,english
f,english
face,english
faces,english
fact,english
facts,english
fairly,english
far,english
farther,english
felt,english
few,english
fewer,english
ff,english
fi,english
fifteen,english
fifth,english
fifty,english
fify,english
fill,english
find,english
finds,english
fire,english
first,english
five,english
fix,english
fj,english
fk,english
fm,english
fo,english
followed,english
following,english
follows,english
for,english
forever,english
former,english
formerly,english
forth,english
forty,english
forward,english
found,english
four,english
fr,english
free,english
from,english
front,english
full,english
fully,english
further,english
furthered,english
furthering,english
furthermore,english
furthers,english
fx,english
g,english
ga,english
gave,english
gb,english
gd,english
ge,english
general,english
generally,english
get,english
gets,english
getting,english
gf,english
gg,english
gh,english
gi,english
give,english
given,english
gives,english
giving,english
gl,english
gm,english
gmt,english
gn,english
go,english
goes,english
going,english
gone,english
good,english
goods,english
got,english
gotten,english
gov,english
gp,english
gq,english
gr,english
great,english
greater,english
greatest,english
greetings,english
group,english
grouped,english
grouping,english
groups,english
gs,english
gt,english
gu,english
gw,english
gy,english
h,english
had,english
hadn't,english
hadnt,english
half,english
happens,english
hardly,english
has,english
hasn,english
hasn't,english
hasnt,english
have,english
haven,english
haven't,english
havent,english
having,english
he,english
he'd,english
he'll,english
he's,english
hed,english
hell,english
hello,english
help,english
hence,english
her,english
here,english
here's,english
hereafter,english
hereby,english
herein,english
heres,english
hereupon,english
hers,english
herself,english
herse”,english
hes,english
hi,english
hid,english
high,english
higher,english
highest,english
him,english
himself,english
himse”,english
his,english
hither,english
hk,english
hm,english
hn,english
home,english
homepage,english
hopefully,english
how,english
how'd,english
how'll,english
how's,english
howbeit,english
however,english
hr,english
ht,english
htm,english
html,english
http,english
hu,english
hundred,english
i,english
i'd,english
i'll,english
i'm,english
i've,english
i.e.,english
id,english
ie,english
if,english
ignored,english
ii,english
il,english
ill,english
im,english
immediate,english
immediately,english
importance,english
important,english
in,english
inasmuch,english
inc,english
inc.,english
indeed,english
index,english
indicate,english
indicated,english
indicates,english
information,english
inner,english
inside,english
insofar,english
instead,english
int,english
interest,english
interested,english
interesting,english
interests,english
into,english
invention,english
inward,english
io,english
iq,english
ir,english
is,english
isn,english
isn't,english
isnt,english
it,english
it'd,english
it'll,english
it's,english
itd,english
itll,english
its,english
itself,english
itse”,english
ive,english
j,english
je,english
jm,english
jo,english
join,english
jp,english
just,english
k,english
ke,english
keep,english
keeps,english
kept,english
keys,english
kg,english
kh,english
ki,english
kind,english
km,english
kn,english
knew,english
know,english
known,english
knows,english
kp,english
kr,english
kw,english
ky,english
kz,english
l,english
la,english
large,english
largely,english
last,english
lately,english
later,english
latest,english
latter,english
latterly,english
lb,english
lc,english
least,english
length,english
less,english
lest,english
let,english
let's,english
lets,english
li,english
like,english
liked,english
likely,english
likewise,english
line,english
little,english
lk,english
ll,english
long,english
longer,english
longest,english
look,english
looking,english
looks,english
low,english
lower,english
lr,english
ls,english
lt,english
ltd,english
lu,english
lv,english
ly,english
m,english
ma,english
made,english
mainly,english
make,english
makes,english
making,english
man,english
many,english
may,english
maybe,english
mayn't,english
maynt,english
mc,english
md,english
me,english
mean,english
means,english
meantime,english
meanwhile,english
member,english
members,english
men,english
merely,english
mg,english
mh,english
microsoft,english
might,english
might've,english
mightn't,english
mightnt,english
mil,english
mill,english
million,english
mine,english
minus,english
miss,english
mk,english
ml,english
mm,english
mn,english
mo,english
more,english
moreover,english
most,english
mostly,english
move,english
mp,english
mq,english
mr,english
mrs,english
ms,english
msie,english
mt,english
mu,english
much,english
mug,english
must,english
must've,english
mustn't,english
mustnt,english
mv,english
mw,english
mx,english
my,english
myself,english
myse”,english
mz,english
n,english
na,english
name,english
namely,english
nay,english
nc,english
nd,english
ne,english
near,english
nearly,english
necessarily,english
necessary,english
need,english
needed,english
needing,english
needn't,english
neednt,english
needs,english
neither,english
net,english
netscape,english
never,english
neverf,english
neverless,english
nevertheless,english
new,english
newer,english
newest,english
next,english
nf,english
ng,english
ni,english
nine,english
ninety,english
nl,english
no,english
no-one,english
nobody,english
non,english
none,english
nonetheless,english
noone,english
nor,english
normally,english
nos,english
not,english
noted,english
nothing,english
notwithstanding,english
novel,english
now,english
nowhere,english
np,english
nr,english
nu,english
null,english
number,english
numbers,english
nz,english
o,english
obtain,english
obtained,english
obviously,english
of,english
off,english
often,english
oh,english
ok,english
okay,english
old,english
older,english
oldest,english
om,english
omitted,english
on,english
once,english
one,english
one's,english
ones,english
only,english
onto,english
open,english
opened,english
opening,english
opens,english
opposite,english
or,english
ord,english
order,english
ordered,english
ordering,english
orders,english
org,english
other,english
others,english
otherwise,english
ought,english
oughtn't,english
oughtnt,english
our,english
ours,english
ourselves,english
out,english
outside,english
over,english
overall,english
owing,english
own,english
p,english
pa,english
page,english
pages,english
part,english
parted,english
particular,english
particularly,english
parting,english
parts,english
past,english
pe,english
per,english
perhaps,english
pf,english
pg,english
ph,english
pk,english
pl,english
place,english
placed,english
places,english
please,english
plus,english
pm,english
pmid,english
pn,english
point,english
pointed,english
pointing,english
points,english
poorly,english
possible,english
